Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Ka'imi Fairbairn,K,Golden Receivers,135.89,7.99,164.0,11.71,14,100.0,A+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Jason Myers,K,Your Mom,136.51,8.03,189.0,11.81,16,95.28,A,{F1F84656-65C6-418D-85EB-A941DF949C09}
Juwan Johnson,TE,Rizzly Bears,117.35,6.9,172.8,10.8,16,94.88,A,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Troy Franklin,WR,Skibidi Rizzlers,79.69,4.69,177.1,11.07,16,93.95,A,{88877912-82AE-408B-9AD4-17D54F48BACA}
Quentin Johnston,WR,Rizzly Bears,163.92,9.64,171.2,12.23,14,91.78,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Blake Corum,RB,67 Big Backs,74.41,4.38,114.3,7.14,16,90.15,A-,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
Christian Watson,WR,Golden Receivers,50.0,5.0,132.4,13.24,10,89.2,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Colby Parkinson,TE,Tortured Cheerleaders Departmnt,14.74,0.87,110.2,7.87,14,88.84,B+,{8F726947-16B6-4023-8839-58DD00CD6659}
Cade Otton,TE,Breece Hall Sucks,138.34,8.14,99.8,6.65,15,87.85,B+,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
Jaxson Dart,QB,Breece Hall Sucks,132.17,14.69,221.18,17.01,13,87.33,B+,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
Chris Rodriguez Jr.,RB,Golden Receivers,33.91,1.99,76.7,6.39,12,86.82,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Tre Tucker,WR,Numb Nutz - CHAMP,130.64,7.68,156.3,9.77,16,86.31,B,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
Parker Washington,WR,Hormones For You,44.44,2.61,165.0,11.0,15,86.01,B,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
Kenneth Gainwell,RB,Breece Hall Sucks,193.17,11.36,199.9,12.49,16,85.94,B,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
Cam Little,K,Numb Nutz - CHAMP,135.84,7.99,146.0,9.12,16,84.64,B,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
Michael Wilson,WR,Oh My Josh,115.81,6.81,199.7,12.48,16,84.51,B,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Rams D/ST,D/ST,Golden Receivers,87.74,5.16,115.0,7.19,16,83.96,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Andy Borregales,K,Hormones For You,128.88,7.58,135.0,8.44,16,83.56,B,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
Michael Carter,RB,Skibidi Rizzlers,0.0,0.0,92.1,7.67,12,83.18,B,{88877912-82AE-408B-9AD4-17D54F48BACA}
Harold Fannin Jr.,TE,Your Mom,53.49,3.15,186.4,11.65,16,83.15,B,{F1F84656-65C6-418D-85EB-A941DF949C09}
Rico Dowdle,RB,Your Mom,83.95,4.94,213.3,13.33,16,81.13,B-,{F1F84656-65C6-418D-85EB-A941DF949C09}
Kayshon Boutte,WR,Tortured Cheerleaders Departmnt,110.0,6.47,119.7,9.21,13,79.72,C+,{8F726947-16B6-4023-8839-58DD00CD6659}
Daniel Jones,QB,Numb Nutz - CHAMP,212.97,16.38,226.44,17.42,13,79.6,C+,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
Kimani Vidal,RB,Hormones For You,0.0,0.0,115.9,9.66,12,78.68,C+,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
Raiders D/ST,D/ST,Hormones For You,58.3,3.43,55.0,3.44,16,78.04,C+,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
Alec Pierce,WR,Oh My Josh,70.93,4.17,154.1,11.01,14,78.0,C+,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Sam Darnold,QB,For Me to Poop on,241.69,14.22,226.6,14.16,16,76.78,C,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
Saints D/ST,D/ST,Skibidi Rizzlers,62.14,3.66,115.0,7.19,16,76.42,C,{88877912-82AE-408B-9AD4-17D54F48BACA}
Jacoby Brissett,QB,Oh My Josh,2.24,0.13,211.82,16.29,13,76.31,C,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Kyle Monangai,RB,Your Mom,51.55,3.03,140.8,8.8,16,74.18,C,{F1F84656-65C6-418D-85EB-A941DF949C09}
Devin Singletary,RB,Rizzly Bears,19.96,1.17,98.2,6.14,16,73.85,C,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Brandon McManus,K,Hormones For You,136.74,8.04,104.0,8.0,13,73.35,C,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
Chimere Dike,WR,Your Mom,37.72,2.22,120.4,7.53,16,73.09,C,{F1F84656-65C6-418D-85EB-A941DF949C09}
Chargers D/ST,D/ST,Skibidi Rizzlers,72.66,4.27,110.0,6.88,16,71.72,C-,{88877912-82AE-408B-9AD4-17D54F48BACA}
Devin Neal,RB,Numb Nutz - CHAMP,52.1,3.06,60.0,6.0,10,71.56,C-,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
49ers D/ST,D/ST,Rizzly Bears,76.61,4.51,58.0,3.62,16,70.92,C-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Mason Taylor,TE,Rizzly Bears,130.03,7.65,88.9,6.84,13,70.5,C-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Theo Johnson,TE,Tortured Cheerleaders Departmnt,122.05,7.18,127.8,8.52,15,70.39,C-,{8F726947-16B6-4023-8839-58DD00CD6659}
Kareem Hunt,RB,For Me to Poop on,99.97,5.88,138.9,8.68,16,70.19,C-,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
Titans D/ST,D/ST,Oh My Josh,77.9,4.58,66.0,4.12,16,70.04,C-,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Adonai Mitchell,WR,Oh My Josh,84.4,4.96,87.9,5.86,15,69.87,D+,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Woody Marks,RB,For Me to Poop on,73.35,4.31,144.3,9.62,15,69.78,D+,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
Romeo Doubs,WR,Oh My Josh,126.52,7.44,165.4,10.34,16,68.95,D+,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Tyjae Spears,RB,Oh My Josh,119.18,9.17,102.0,8.5,12,67.31,D+,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Oronde Gadsden,TE,For Me to Poop on,0.0,0.0,127.1,9.08,14,67.1,D+,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
Harrison Mevis,K,Oh My Josh,0.0,0.0,66.0,8.25,8,57.0,F-,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
Devaughn Vele,WR,67 Big Backs,45.43,2.67,66.3,5.1,13,53.39,F-,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
Younghoe Koo,K,Breece Hall Sucks,126.75,7.46,30.0,5.0,6,50.69,F-,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
Marcus Mariota,QB,Numb Nutz - CHAMP,2.69,0.16,125.5,11.41,11,49.9,F-,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
Philip Rivers,QB,Golden Receivers,0.0,0.0,31.66,10.55,3,10.0,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
